교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
호법5육교(강릉0),3,경기도,이천시,90,8.5,1,강박스거더교,B,DB-24,36,3,36,48523
호법5육교(강릉1),3,경기도,이천시,90,7.7,2,강박스거더교,A,DB-24,20,3,36,48523
호법4육교(강릉0),3,경기도,이천시,45,8.4,1,라멘교,B,DB-24,36,3,18,48523
호법4육교(강릉1),3,경기도,이천시,45,4,1,라멘교,B,DB-24,20,3,18,48523
장암천교(남이0),2,경기도,이천시,150,11.5,3,RCT거더교,B,DB-24,36,6,25,48523
장암천교(남이1),2,경기도,이천시,150,12,3,RCT거더교,B,DB-24,36,6,25,48523
장암천교(남이2),2,경기도,이천시,150,6.2,1,RCT거더교,B,DB-24,22,6,25,48523
장암천교(남이3),2,경기도,이천시,150,12.7,3,RCT거더교,B,DB-24,22,6,25,48523
장암천교(하남0),2,경기도,이천시,150,15.1,3,RCT거더교,B,DB-24,36,6,25,48523
장암천교(하남1),2,경기도,이천시,150,7.8,2,RCT거더교,B,DB-24,22,6,25,48523
안평육교(남이0),3,경기도,이천시,47,21.7,2,라멘교,B,DB-24,36,3,19,48523
안평육교(남이1),3,경기도,이천시,47,9.8,2,라멘교,B,DB-24,22,3,19,48523
안평육교(하남0),3,경기도,이천시,47,21.7,2,라멘교,B,DB-24,36,3,19,48523
안평육교(하남1),3,경기도,이천시,47,9.8,2,라멘교,B,DB-24,22,3,19,48523
목리교(남이),3,경기도,이천시,24,12.4,2,라멘교,B,DB-24,36,2,12,22326
목리교(하남),3,경기도,이천시,24,12.4,2,라멘교,B,DB-24,36,2,12,22326
서이천IC4교(남이),기타,경기도,이천시,15,12.4,2,라멘교,A,DB-24,22,1,15,22326
서이천IC4교(하남),기타,경기도,이천시,15,12.4,2,라멘교,A,DB-24,22,1,15,22326
서이천IC5교,기타,경기도,이천시,13,12.4,1,라멘교,A,DB-24,22,1,13,22326
장암천1교(남이),기타,경기도,이천시,15,11.9,2,라멘교,A,DB-24,22,1,15,22326
장암천1교(하남),기타,경기도,이천시,15,11.9,2,라멘교,A,DB-24,22,1,15,22326
서이천IC교(남이),기타,경기도,이천시,16.9,12.4,2,라멘교,A,DB-24,22,1,16.9,22326
서이천IC교(하남),기타,경기도,이천시,16.9,12.4,2,라멘교,A,DB-24,22,1,16.9,22326
장암교(남이),기타,경기도,이천시,12,11.7,2,라멘교,A,DB-24,22,1,12,22326
장암교(하남),기타,경기도,이천시,12,11.7,2,라멘교,A,DB-24,22,1,12,22326
서이천IC1교,기타,경기도,이천시,12,8.5,1,라멘교,A,DB-24,22,1,12,22326
고척교(남이),기타,경기도,이천시,12,12.2,2,라멘교,A,DB-24,22,1,12,22326
고척교(하남),기타,경기도,이천시,12,12.2,2,라멘교,A,DB-24,22,1,12,22326
용면1교(남이),기타,경기도,이천시,13,18,2,라멘교,A,DB-24,22,1,13,22899
용면1교(하남),기타,경기도,이천시,13,18,2,라멘교,A,DB-24,22,1,13,22899
용면교(남이),2,경기도,이천시,150,11.9,2,PSCI거더교,B,DB-24,36,5,30,22899
용면교(하남),2,경기도,이천시,150,11.9,2,PSCI거더교,B,DB-24,36,5,30,22899
진우육교(남이),3,경기도,광주시,39,11.9,2,PSC슬래브교,B,DB-24,36,3,15,22899
진우육교(하남),3,경기도,광주시,39,11.9,2,PSC슬래브교,B,DB-24,36,3,15,22899
노곡천교(남이),2,경기도,광주시,120.1,11.9,2,RC중공슬래브교,B,DB-24,36,6,20,25113
노곡천교(하남),2,경기도,광주시,120.1,11.9,2,RC중공슬래브교,B,DB-24,36,6,20,25113
궁평교(남이),3,경기도,광주시,60,12.2,2,PSCI거더교,B,DB-24,22,2,30,25113
궁평교(하남),3,경기도,광주시,60,12.2,2,PSCI거더교,B,DB-24,22,2,30,25113
곤지암2육교(남이),3,경기도,광주시,55,15.4,2,RC중공슬래브교,B,DB-24,36,3,25,25113
곤지암2육교(하남),3,경기도,광주시,55,15.4,2,RC중공슬래브교,B,DB-24,36,3,25,25113
곤지암1육교(남이),기타,경기도,광주시,12,27.7,2,라멘교,B,DB-24,36,1,12,25113
곤지암1육교(하남0),기타,경기도,광주시,12,13.6,2,라멘교,B,DB-24,36,1,12,25113
곤지암1육교(하남1),기타,경기도,광주시,12,8,2,라멘교,B,DB-24,36,1,12,25113
삼리2육교(남이),기타,경기도,광주시,12,14.1,2,라멘교,B,DB-24,36,1,12,25113
삼리2육교(하남),기타,경기도,광주시,12,14.1,2,라멘교,B,DB-24,36,1,12,25113
곤지암3육교,3,경기도,광주시,70,16.6,2,RC중공슬래브교,B,DB-24,36,4,20,25113
삼리1육교(남이),3,경기도,광주시,80,11.9,2,RC중공슬래브교,B,DB-24,36,4,20,25113
삼리1육교(하남),3,경기도,광주시,80,11.9,2,RC중공슬래브교,B,DB-24,36,4,20,25113
곤지암천교(남이),2,경기도,광주시,150,11.9,2,PSC중공슬래브교,B,DB-24,36,5,30,25113
곤지암천교(하남),2,경기도,광주시,150,11.9,2,PSC중공슬래브교,B,DB-24,36,5,30,25113
늑현육교(남이),기타,경기도,광주시,13,11.9,2,라멘교,B,DB-24,36,1,13,25113
늑현육교(하남),기타,경기도,광주시,13,11.9,2,라멘교,B,DB-24,36,1,13,25113
초월교(남이),3,경기도,광주시,50,11.9,2,PSC중공슬래브교,B,DB-24,36,2,25,28639
초월교(하남),3,경기도,광주시,50,11.9,2,PSC중공슬래브교,B,DB-24,36,2,25,28639
선동교(남이),기타,경기도,광주시,15,12.2,2,라멘교,A,DB-24,22,1,15,28639
선동교(하남),기타,경기도,광주시,15,12.2,2,라멘교,A,DB-24,22,1,15,28639
신월교(남이),기타,경기도,광주시,15,11.7,2,라멘교,A,DB-24,22,1,15,28639
신월교(하남),기타,경기도,광주시,15,11.7,2,라멘교,A,DB-24,22,1,15,28639
신월천교(남이),3,경기도,광주시,75,11.9,2,PSCI거더교,B,DB-24,36,3,25,28639
신월천교(하남),3,경기도,광주시,75,11.9,2,PSCI거더교,B,DB-24,36,3,25,28639
지월교(남이),3,경기도,광주시,50,12.4,2,PSCI거더교,B,DB-24,36,2,25,28639
지월교(하남),3,경기도,광주시,50,12.4,2,PSCI거더교,B,DB-24,36,2,25,28639
경안천교(남이),2,경기도,광주시,300,12.4,2,PSCI거더교,B,DB-24,36,10,30,28639
경안천교(하남),2,경기도,광주시,300,12.4,2,PSCI거더교,B,DB-24,36,10,30,28639
번천3교(남이),2,경기도,광주시,405,12.4,2,PSC박스거더교,B,DB-24,36,9,45,28639
번천3교(하남),2,경기도,광주군,405,12.4,2,PSC박스거더교,B,DB-24,36,9,45,28639
번천2교(남이),2,경기도,광주시,150,12.4,2,PSCI거더교,B,DB-24,36,5,30,35224
번천2교(하남),2,경기도,광주시,120,12.4,2,PSCI거더교,B,DB-24,36,4,30,35224
번천1교(남이),2,경기도,광주시,120,14.2,2,PSCI거더교,B,DB-24,36,4,30,35224
번천1교(하남),2,경기도,광주시,120,14.2,2,PSCI거더교,B,DB-24,36,4,30,35224
광주IC육교(남이),3,경기도,광주시,64,14.1,2,RC중공슬래브교,B,DB-24,36,4,19.9,35224
광주IC육교(하남),3,경기도,광주시,64,14.1,2,RC중공슬래브교,B,DB-24,36,4,19.9,35224
광주3교,2,경기도,광주시,100,8.5,1,PSCI거더교,B,DB-24,36,4,25,35224
광주1교(남이),3,경기도,광주시,68,8.3,1,PSCI거더교,B,DB-24,36,2,34,35224
광주1교(하남),3,경기도,광주시,68,8.3,1,PSCI거더교,B,DB-24,36,2,34,35224
광주2교,3,경기도,광주시,80,8.5,1,RC중공슬래브교,B,DB-24,36,4,20,35224
천진암육교(남이),3,경기도,광주시,50,11.9,2,라멘교,B,DB-24,36,2,25,35224
천진암육교(하남),3,경기도,광주시,50,11.9,2,라멘교,B,DB-24,36,2,25,35224
광지원2교(남이),1,경기도,광주시,250,12.4,2,강박스거더교,B,DB-24,36,5,50,35224
광지원2교(하남),2,경기도,광주시,249.1,12.4,2,강박스거더교,B,DB-24,36,5,49.8,35224
광지원1교(남이),2,경기도,광주시,305,12.4,2,PSC박스거더교,B,DB-24,36,7,45,35224
광지원1교(하남),2,경기도,광주시,305,12.4,2,PSC박스거더교,B,DB-24,36,7,45,35224
엄미3교(남이),기타,경기도,광주시,16,16.6,2,라멘교,B,DB-24,36,1,16,35224
엄미3교(하남),기타,경기도,광주시,16,16.6,2,라멘교,B,DB-24,36,1,16,35224
엄미2교(남이),2,경기도,광주시,135,12.4,2,PSC박스거더교,B,DB-24,36,3,45,35224
엄미2교(하남),2,경기도,광주시,135,12.4,2,PSC박스거더교,B,DB-24,36,3,45,35224
엄미1교(남이),2,경기도,광주시,199.5,12.4,2,강박스거더교,B,DB-24,36,4,49.9,35224
엄미1교(하남),1,경기도,광주시,200,12.4,2,강박스거더교,B,DB-24,36,4,50,35224
상산곡교(남이0),2,경기도,하남시,180,13.8,2,강플레이트거더교,B,DB-24,36,5,36,35224
상산곡교(남이1),2,경기도,하남시,180,8.6,2,강플레이트거더교,B,DB-24,22,5,36,35224
상산곡교(하남0),2,경기도,하남시,180,11.9,2,강플레이트거더교,B,DB-24,36,5,36,35224
상산곡교(하남1),2,경기도,하남시,180,7.4,2,강플레이트거더교,B,DB-24,22,5,36,35224
상산곡육교(남이0),2,경기도,하남시,162.6,11.9,2,강박스거더교,B,DB-24,36,4,45,35224
상산곡육교(남이1),2,경기도,하남시,162.6,7.4,2,강박스거더교,B,DB-24,22,4,45,35224
상산곡육교(하남0),2,경기도,하남시,162.6,11.9,2,강박스거더교,B,DB-24,36,4,45,35224
상산곡육교(하남1),2,경기도,하남시,162.6,7.4,2,강박스거더교,B,DB-24,22,4,45,35224
산곡천3교(남이0),3,경기도,하남시,60,11.9,2,RC중공슬래브교,B,DB-24,36,3,20,65093
산곡천3교(남이1),3,경기도,하남시,60,7.4,2,RC중공슬래브교,B,DB-24,22,3,20,65093
산곡천3교(하남0),3,경기도,하남시,60,11.9,2,RC중공슬래브교,B,DB-24,36,3,20,65093
산곡천3교(하남1),3,경기도,하남시,60,7.4,2,RC중공슬래브교,B,DB-24,22,3,20,65093
하산곡교(남이0),기타,경기도,하남시,19.8,15.9,2,라멘교,B,DB-24,36,1,19.8,65093
하산곡교(남이1),기타,경기도,하남시,19.8,8,2,라멘교,A,DB-24,22,1,19.8,65093
하산곡교(하남0),기타,경기도,하남시,19.8,15.9,2,라멘교,B,DB-24,36,1,19.8,65093
하산곡교(하남1),기타,경기도,하남시,19.8,8.2,2,라멘교,A,DB-24,22,1,19.8,65093
산곡천2교(남이0),3,경기도,하남시,39,11.9,2,RC중공슬래브교,B,DB-24,36,3,15,65093
산곡천2교(남이1),3,경기도,하남시,39,9.4,2,RC중공슬래브교,B,DB-24,22,3,15,65093
산곡천2교(하남0),3,경기도,하남시,39,11.9,2,RC중공슬래브교,B,DB-24,36,3,15,65093
산곡천2교(하남1),3,경기도,하남시,39,8.4,2,RC중공슬래브교,B,DB-24,22,3,15,65093
산곡천1교(남이),3,경기도,하남시,80,12,2,라멘교,B,DB-24,22,4,20,65093
산곡천1교(하남),3,경기도,하남시,80,12,2,라멘교,B,DB-24,22,4,20,65093
천현교(남이0),3,경기도,하남시,50,11.9,2,라멘교,B,DB-24,36,3,18,65093
천현교(남이1),3,경기도,하남시,50,12.5,3,라멘교,A,DB-24,22,3,18,65093
천현교(하남0),3,경기도,하남시,50,11.9,2,라멘교,B,DB-24,36,3,18,65093
천현교(하남1),3,경기도,하남시,50,10.5,2,라멘교,B,DB-24,22,3,18,65093
하남IC교(남이),3,경기도,하남시,43,22.6,2,강박스거더교,B,DB-24,22,1,43,65093
하남IC교(하남),3,경기도,하남시,43,18.4,2,강박스거더교,B,DB-24,22,1,43,65093
하남IC3교,기타,경기도,하남시,15,8,1,라멘교,A,DB-24,22,1,15,65093
하남IC1교,기타,경기도,하남시,14.8,8,1,라멘교,A,DB-24,22,1,14.8,65093
하남IC4교,1,경기도,하남시,216,12.6,2,강박스거더교,B,DB-24,22,4,65,65093
하남IC2교,1,경기도,하남시,182,12.6,2,강박스거더교,B,DB-24,22,3,66,65093
천현1교(남이),기타,경기도,하남시,14.4,23,5,라멘교,A,DB-24,22,1,14.4,74173
천현1교(하남),기타,경기도,하남시,14.4,23,5,라멘교,A,DB-24,22,1,14.4,74173
샘재1교(남이),기타,경기도,하남시,8,23,5,라멘교,A,DB-24,22,1,8,74173
샘재1교(하남),기타,경기도,하남시,8,23,5,라멘교,A,DB-24,22,1,8,74173
샘재교(남이0),기타,경기도,하남시,7,14.7,4,라멘교,B,DB-24,36,1,7,74173
샘재교(남이1),기타,경기도,하남시,7,12.1,1,라멘교,A,DB-24,22,1,7,74173
샘재교(하남0),기타,경기도,하남시,7,14.7,4,라멘교,B,DB-24,36,1,7,74173
샘재교(하남1),기타,경기도,하남시,7,12.1,1,라멘교,A,DB-24,22,1,7,74173
덕풍천교(남이0),3,경기도,하남시,80,20.8,5,RC중공슬래브교,B,DB-24,36,4,20,74173
덕풍천교(남이1),3,경기도,하남시,80,12,1,RC중공슬래브교,B,DB-24,22,4,20,74173
덕풍천교(하남0),3,경기도,하남시,80,20.8,5,RC중공슬래브교,B,DB-24,36,4,20,74173
덕풍천교(하남1),3,경기도,하남시,80,12,1,RC중공슬래브교,B,DB-24,22,4,20,74173
덕풍교(남이0),기타,경기도,하남시,10.4,23.3,6,라멘교,B,DB-24,36,1,10.4,74173
덕풍교(남이1),기타,경기도,하남시,10.4,11.8,1,라멘교,A,DB-24,22,1,10.4,74173
덕풍교(하남0),기타,경기도,하남시,10.4,15.3,4,라멘교,B,DB-24,36,1,10.4,74173
덕풍교(하남1),기타,경기도,하남시,10.4,11.8,1,라멘교,A,DB-24,22,1,10.4,74173
하남JCT교(남이0),3,경기도,하남시,55.1,15.9,4,RC중공슬래브교,B,DB-24,36,3,25,74173
하남JCT교(남이1),3,경기도,하남시,55.1,4.8,1,RC중공슬래브교,B,DB-24,22,3,25,74173
하남JCT교(하남0),3,경기도,하남시,55.1,15.9,4,RC중공슬래브교,B,DB-24,36,3,25,74173
하남JCT교(하남1),3,경기도,하남시,55.1,5.8,1,RC중공슬래브교,B,DB-24,22,3,25,74173
갈매3육교,기타,경기도,구리시,45.6,12.5,2,PSCI거더교,A,DB-24,6,1,45.6,37338
소흘IC5교(진입),기타,경기도,포천시,12.8,28,1,라멘교,A,DB-24,6,1,12,28404
소흘IC5교(진출),기타,경기도,포천시,12.8,24,1,라멘교,A,DB-24,6,1,12,28404
신북IC2교(진입),기타,경기도,포천시,16.5,23.6,4,라멘교,A,DB-24,6,1,16.5,28404
신북IC2교(진출),기타,경기도,포천시,16.5,23.6,4,라멘교,A,DB-24,6,1,16.5,28404
광전육교,기타,경기도,남양주시,45.3,8.9,2,PSCI거더교,A,DB-24,6,1,45.3,34813
선단IC1교(진입),기타,경기도,포천시,96,30.3,3,강박스거더교,A,DB-24,6,2,47.9,28404
선단IC1교(진출),기타,경기도,포천시,96,30.3,3,강박스거더교,A,DB-24,6,2,47.9,28404
중랑IC3교,기타,서울특별시,중랑구,35.1,8.5,1,강박스거더교,A,DB-24,6,1,35.1,28404
소흘JCT7교,기타,경기도,포천시,45,8.5,1,PSCI거더교,A,DB-24,6,1,45,28404
소흘JCT2교,기타,경기도,포천시,30.5,10.3,1,PSCI거더교,A,DB-24,6,1,30.5,28404
민락IC2교(진입),기타,경기도,의정부시,40.1,23,2,PSCI거더교,A,DB-24,6,1,40.1,28404
민락IC2교(진출),기타,경기도,의정부시,40.1,23,2,PSCI거더교,A,DB-24,6,1,40.1,28404
소흘JCT6교,기타,경기도,포천시,30,8.5,1,강박스거더교,A,DB-24,6,1,30,28404
남구리IC2교,기타,경기도,구리시,40.6,8.5,1,PSCI거더교,A,DB-24,6,1,40.6,28404
남구리IC4교,기타,경기도,구리시,15,14.6,2,라멘교,A,DB-24,6,1,15,28404
소흘JCT3교,기타,경기도,포천시,45,9.8,1,강박스거더교,A,DB-24,6,1,45,28404
소흘JCT10교,기타,경기도,포천시,46,8.5,1,강박스거더교,A,DB-24,6,1,46,28404
이동교4교(양주),기타,경기도,포천시,90.2,12.2,2,PSCI거더교,A,DB-24,6,2,45,9722
이동교4교(서울),기타,경기도,포천시,80.2,12.2,2,PSCI거더교,A,DB-24,6,2,40,9722
소흘JCT4교,기타,경기도,포천시,43.5,10.6,1,라멘교,A,DB-24,6,1,43.5,28404
연동1교(서울),기타,경기도,양주시,40.3,7.9,1,PSCI거더교,A,DB-24,6,1,40,9722
연동1교(양주),기타,경기도,양주시,40.3,7.9,1,PSCI거더교,A,DB-24,6,1,40,9722
소흘IC2교(진출),기타,경기도,포천시,17,11.4,2,라멘교,A,DB-24,6,1,15,28404
소흘IC2교(진입),기타,경기도,포천시,17,11.6,2,라멘교,A,DB-24,6,1,15,28404
소흘JCT5교,기타,경기도,포천시,45,12.1,1,강박스거더교,A,DB-24,6,1,45,28404
송우2교(서울),기타,경기도,포천시,45.8,12.6,2,PSCI거더교,A,DB-24,6,1,45,9722
송우2교(양주),기타,경기도,포천시,45.8,12.8,2,PSCI거더교,A,DB-24,6,1,45,9722
갈매교(포천),기타,경기도,구리시,30.9,63,4,라멘교,A,DB-24,6,1,30.9,37338
별내3교(구리),기타,경기도,남양주시,80.4,31.7,3,PSCI거더교,A,DB-24,6,2,40.2,37338
별내3교(포천),기타,경기도,남양주시,80.4,31.7,3,PSCI거더교,A,DB-24,6,2,40.2,37338
동의정부IC교(구리),기타,경기도,의정부시,30.1,15.8,3,PSCI거더교,A,DB-24,6,1,30.1,35903
동의정부IC교(포천),기타,경기도,의정부시,30.1,19.4,3,PSCI거더교,A,DB-24,6,1,30.1,35903
무봉2교(구리),기타,경기도,포천시,45.7,16.2,3,PSCI거더교,A,DB-24,6,1,45.7,27900
무봉2교(포천),기타,경기도,포천시,45.6,19,3,PSCI거더교,A,DB-24,6,1,45.7,27900
소흘IC교(구리),기타,경기도,포천군,30.6,52.1,3,PSCI거더교,A,DB-24,6,1,30.6,27900
소흘IC교(포천),기타,경기도,포천군,30.6,42,3,PSCI거더교,A,DB-24,6,1,30.6,27900
무봉3교(구리),기타,경기도,포천시,45.1,15.8,3,PSCI거더교,A,DB-24,6,1,45.1,27900
무봉3교(포천),기타,경기도,포천시,45.1,15.8,3,PSCI거더교,A,DB-24,6,1,45.1,27900
소흘JCT1교(구리),기타,경기도,포천시,25.1,31.6,1,PSCI거더교,A,DB-24,6,1,25.1,27900
소흘JCT1교(포천),기타,경기도,포천시,25.1,31.6,3,PSCI거더교,A,DB-24,6,1,25.1,27900
방축1교(구리),기타,경기도,포천시,45.6,24.3,2,PSCI거더교,A,DB-24,6,1,45.6,23013
방축1교(포천),기타,경기도,포천시,45.6,24.3,2,PSCI거더교,A,DB-24,6,1,45.6,23013
방축2교(구리),기타,경기도,포천시,35.2,24.3,2,PSCI거더교,A,DB-24,6,1,35.2,23013
방축2교(포천),기타,경기도,포천시,35.2,24.3,2,PSCI거더교,A,DB-24,6,1,35.2,23013
선단IC교(구리),기타,경기도,포천시,30.1,28.1,2,PSCI거더교,A,DB-24,6,1,30.1,23013
선단IC교(포천),기타,경기도,포천시,30.1,28.1,3,PSCI거더교,A,DB-24,6,1,30.1,23013
마산1교(구리),기타,경기도,포천시,12,24.6,4,라멘교,A,DB-24,6,1,12,18494
마산1교(포천),기타,경기도,포천시,12,24.6,4,라멘교,A,DB-24,6,1,12,18494
감암1교(구리),기타,경기도,포천시,90.4,24.6,2,PSCI거더교,A,DB-24,6,3,30.2,18494
감암1교(포천),기타,경기도,포천시,90.4,24.6,2,PSCI거더교,A,DB-24,6,3,30.2,18494
우금천교(구리),기타,경기도,포천시,90.6,24.5,2,PSCI거더교,A,DB-24,6,2,45.3,18494
우금천교(포천),기타,경기도,포천시,90.6,24.5,2,PSCI거더교,A,DB-24,6,2,45.3,18494
감암3교(구리),기타,경기도,포천시,15,24.5,4,라멘교,A,DB-24,6,1,15,18494
감암3교(포천),기타,경기도,포천시,15,24.5,4,라멘교,A,DB-24,6,1,15,18494
좌의천교(구리),기타,경기도,포천시,80.6,24.6,2,PSCI거더교,A,DB-24,6,2,40.3,18494
좌의천교(포천),기타,경기도,포천시,80.6,24.6,2,PSCI거더교,A,DB-24,6,2,40.3,18494
유교교(구리),기타,경기도,포천시,30.1,24.5,2,PSCI거더교,A,DB-24,6,1,30.1,18494
유교교(포천),기타,경기도,포천시,30.1,24.5,2,PSCI거더교,A,DB-24,6,1,30.1,18494
감암2교(구리),기타,경기도,포천시,12,24.6,4,라멘교,A,DB-24,6,1,12,18494
감암2교(포천),기타,경기도,포천시,12,24.6,4,라멘교,A,DB-24,6,1,12,18494
용정1육교,기타,경기도,포천시,46,9.9,2,PSCI거더교,A,DB-24,6,1,46,18494
포천IC교(구리),기타,경기도,포천시,30,28.1,2,PSCI거더교,A,DB-24,6,1,30,13360
포천IC교(포천),기타,경기도,포천시,30,28.1,2,PSCI거더교,A,DB-24,6,1,30,13360
구읍교(구리),기타,경기도,포천시,49.3,24.6,2,PSCI거더교,A,DB-24,6,1,49.3,13360
구읍교(포천),기타,경기도,포천시,49.3,24.6,2,PSCI거더교,A,DB-24,6,1,49.3,13360
상성북교(구리),기타,경기도,포천시,12.5,38.2,4,라멘교,A,DB-24,6,1,12.5,13360
상성북교(포천),기타,경기도,포천시,12.5,38.2,4,라멘교,A,DB-24,6,1,12.5,13360
하성북2교(구리),기타,경기도,포천시,15,24.5,4,라멘교,A,DB-24,6,1,15,13360
하성북2교(포천),기타,경기도,포천시,15,24.5,4,라멘교,A,DB-24,6,1,15,13360
판교JCT-램프J교,1,경기도,성남시 분당구,160,12.5,2,강박스거더교,B,DB-24,28,3,70,107206
판교JCT본선육교(일산),1,경기도,성남시 분당구,160,17.8,4,강박스거더교,C,DB-24,28,3,70,107206
판교JCT본선육교(판교),1,경기도,성남시 분당구,160,21.9,4,강박스거더교,C,DB-24,28,3,70,107206
판교JCT1교(일산),3,경기도,성남시 분당구,55,19.3,4,RC중공슬래브교,C,DB-24,28,3,25,107206
판교JCT1교(판교),3,경기도,성남시 분당구,55,23.4,4,RC중공슬래브교,B,DB-24,28,3,25,107206
금호천교(구리0),3,경기도,성남시 수정구,72,22.2,4,라멘교,B,DB-24,32,4,18.6,107206
금호천교(구리1),3,경기도,성남시 수정구,72.1,18.6,2,라멘교,B,DB-24,21,4,18.6,107206
